object_id,district,rc_area,timeperiod,total_tender_awarded_value,erosion_tenders_awarded_value,SOPD_tenders_awarded_value,SDRF_sanctions_awarded_value,SDRF_tenders_awarded_value,RIDF_tenders_awarded_value,LTIF_tenders_awarded_value,CIDF_tenders_awarded_value,Preparedness Measures_tenders_awarded_value,Immediate Measures_tenders_awarded_value,Others_tenders_awarded_value,Repair and Restoration_tenders_awarded_value,Total_Animal_Washed_Away,Total_Animal_Affected,Population_affected_Total,Crop_Area,Male_Camp,Female_Camp,Children_Camp,Total_House_Fully_Damaged,Human_Live_Lost,Human_Live_Lost_Children,Human_Live_Lost_Female,Human_Live_Lost_Male,Embankments affected,Roads,Bridge,Embankment breached,max_rain,mean_rain,sum_rain,mean_ndvi,mean_ndbi,count,inundation_pct,inundation_intensity_mean,inundation_intensity_mean_nonzero,inundation_intensity_sum,riverlevel_mean,riverlevel_min,riverlevel_max,total_expenditure_value,SDRF_expenditure_value,Immediate Measures_expenditure_value,Others_expenditure_value,Repair and Restoration_expenditure_value,Relief Camps,Relief Centers,Relief Inmates,Relief_Camp_inmates,mean_sex_ratio,sum_aged_population,sum_young_population,sum_population,water,trees,flooded_vegetation,crops,built_area,bare_ground,clouds,rangeland,schools_count,health_centres_count,rail_length,rail_count,road_length,mean_cn,elevation_mean,slope_mean,revenue_ci,dtname,dtcode11,net_sown_area_in_hac,avg_electricity,avg_tele,rc_piped_hhds_pct,rc_nosanitation_hhds_pct,total_hhd,distance_from_river,drainage_density,date,population_density,affected_population,kits_required,year,month,time_index,is_monsoon,rain_lag_1,rain_lag_2,rain_lag_3,rain_rolling_3,rain_rolling_6,affected_lag_1,affected_lag_2,affected_lag_3,affected_rolling_3,affected_rolling_6,kits_lag_1,kits_lag_2,kits_lag_3,kits_rolling_3,kits_rolling_6,latitude,longitude,forecast_scenario
18-301-00111,DHUBRI,199,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1938692505073547,1.8073505393557006,328.9377981627375,0.4980336220411492,-0.07722387095525364,0.0,0.11128500742693569,0.019128417128185922,0.0,11667.225000000002,28.35170605014812,27.246,29.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9388237854724152,10093.333999999915,23429.623999999956,182868.8937499998,4.788512491804332,0.0,0.00040473561424332003,65.05443842789448,21.35014722966974,3.2313364992652565,0.0,0.0,410,22,16468.573911956308,8.0,195097.1409426451,88.1237345331834,30.191657845616813,82.91732992881211,0.0,DHUBRI,0.0,10277.97,10.015998093994318,3.0,1.1079529851931595,23.50354552353388,56663.0,3455.85362726379,0.000666,2026-06-01,918.9391645728634,0.0,0,2026,6,66,1,0.4544484639355441,0.6133518791476776,0.3278899339058896,0.9583836274796408,0.5338401360574686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,89.97,Historical P90 same-month stress scenario for June 2026
18-301-00112,DHUBRI,357,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.015659476695061,1.5296180776910204,489.47778486112657,0.39988768919368733,-0.0453005347877017,0.0,0.1522766024397919,0.031192966022934306,0.0,34100.4,27.334236793825518,25.504,29.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9385908168984568,16877.280000000028,39033.62,430494.09375,14.51981421451596,0.0,0.02256384176560268,45.1678020494251,17.5903943849892,13.80149384888316,0.0,0.0,744,32,24525.15867240474,92.0,123133.6876424392,123.247138152736,27.608446798917942,79.26261496844003,0.0,DHUBRI,0.0,28563.09,7.015421644530468,3.0,1.998067059333912,34.38693936461323,119864.0,2488.89625289751,0.000668,2026-06-01,1205.8658088235295,0.0,0,2026,6,66,1,0.4226273941973038,0.5396576151450164,0.2827500533124805,0.8306343623444468,0.4624421900576368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,89.97,Historical P90 same-month stress scenario for June 2026
18-301-00113,DHUBRI,295,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.135425190317631,1.64430952467116,440.6749526118708,0.5539718680728265,-0.07354027524852051,0.0,0.14864509175921514,0.024247292615052603,0.0,21673.935000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.935016906963763,8822.358000000007,20825.513999999966,356882.8499999996,4.514584334356998,0.0,0.0005366150323757402,63.1945831292477,23.59333676361156,3.133297876738582,0.0,0.0,700,39,14788.789710351866,92.0,148261.1178509144,81.8929247067726,34.97115206368246,83.55185104410883,0.0,DHUBRI,0.0,18953.918,8.902051750071829,2.0,2.110986158292349,25.764021700552657,59169.0,1274.97268742522,0.000635,2026-06-01,1209.7723728813546,0.0,0,2026,6,66,1,0.3060380509842466,0.535238106578177,0.3842451757438592,0.828528560744528,0.47830514299624055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,89.97,Historical P90 same-month stress scenario for June 2026
18-301-00114,DHUBRI,195,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9352525443291668,1.8146612404208442,323.00970079491026,0.4742355462521923,-0.08998193049168846,0.0,0.1286597086367513,0.0241751606976837,0.0,12997.685000000001,33.076947777777775,31.878,35.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.935797985327049,962.7259999999952,2209.799999999996,71571.62812499981,11.586028424808159,0.0,0.04103450549377658,46.9395158068835,20.98918664497648,2.9933190642028,0.0,0.0,268,12,25942.894550449582,114.0,102853.61162542792,94.8895248998283,39.453602129711285,84.5885717582481,0.0,DHUBRI,0.0,9102.73,8.651042758331586,2.0,1.2995179207713268,33.64336617061413,38168.0,2527.68528135838,0.000591,2026-06-01,367.0339903846144,0.0,0,2026,6,66,1,0.3713847478972392,0.4762797896063059,0.448232345666996,0.8874419259747963,0.5184263539318975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,89.97,Historical P90 same-month stress scenario for June 2026
18-301-00274,DHUBRI,77,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.300303089771271,2.1823307941868024,148.39849400470257,0.45160730949563,-0.0537921042337904,0.0,2.5469487553910415e-05,3.1836859442388023e-06,0.0,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9379428478957244,675.2180000000008,1130.7160000000003,24778.32343749999,8.595621005422034,0.0,0.08077424355793482,48.46284442491354,22.81692207462068,7.487377057097012,0.0,0.0,135,1,0.0,0.0,41960.672604921936,97.3386627906977,37.39880092912298,81.17248937995689,0.0,DHUBRI,0.0,5013.22,6.724181729360039,2.0,1.0161211529066927,5.818270639960918,20470.0,2404.51719340744,0.000665,2026-06-01,321.7964082792206,0.0,0,2026,6,66,1,0.4964637949400966,0.6037026629502722,0.3664969910402508,1.0941657506923905,0.608165707186237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,89.97,Historical P90 same-month stress scenario for June 2026
18-302-00115,GOALPARA,487,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9352525443291668,1.6728991718290462,731.0569380892932,0.309447269801849,-0.012017546745841177,0.0,0.11375401432144681,0.022563224356063546,0.0,32163.070000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.944887325357854,14507.29400000011,31181.804000000004,231692.7906250004,17.14047615980304,0.0,0.0002458202583269,36.05750738335408,13.5778520247244,19.77029356659548,0.0,0.0,879,36,0.0,0.0,168090.80606532109,123.429523262493,32.63004900265286,78.08820477515214,0.0,GOALPARA,0.0,15535.59,8.098310528024053,2.0,0.6115581065614377,23.20675105485232,58539.0,3948.22342052796,0.000615,2026-06-01,475.7552168891179,0.0,0,2026,6,66,1,0.3293565922389178,0.5260175774790876,0.3779180679542522,0.8427577805156838,0.48436523491688405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,90.62,Historical P90 same-month stress scenario for June 2026
18-302-00116,GOALPARA,541,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0788419059574608,1.849701735253036,902.6544468034816,0.3892361388759522,0.01258354359169352,0.0,0.09059178711951013,0.018299393777711222,0.0,30318.765000000003,34.2855125,32.682,36.224000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9465194945232264,9731.347999999998,21268.749999999996,329989.78125,7.010538338633572,0.0,0.9524412466281278,36.77955437450128,17.7069036611694,4.811189046989444,0.0,0.0,689,43,14758.461226443002,4.0,279903.7791127634,94.9257384837843,59.73204800782975,85.97952423520802,0.0,GOALPARA,0.0,13337.44,8.84951089267993,2.0,1.5537228864420394,34.69191594600129,63483.0,2940.09525625215,0.000535,2026-06-01,609.9626270794824,0.0,0,2026,6,66,1,0.3891437344083898,0.4698407973256817,0.4464281210428745,0.9028954223290359,0.525852398004997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,90.62,Historical P90 same-month stress scenario for June 2026
18-302-00117,GOALPARA,478,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0788419059574608,1.6702904077895375,726.5763273884488,0.4810422093282382,-0.009168654044377764,0.0,0.15557507365460216,0.039473797978098135,0.0,57706.38999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9449737178211016,19680.428000000076,41331.82000000007,323131.8875000002,6.11666637732086,0.0,0.00138626292064142,44.86526386446556,22.03924690941694,4.386609477115308,0.0,0.0,550,36,19405.63349657314,9.0,292276.6596053245,90.6311724783524,47.94453099183307,84.37060041407868,0.0,GOALPARA,0.0,34621.5,8.281090819634175,2.0,2.4079648066682102,13.324843713822643,69104.0,1188.42494264315,0.000584,2026-06-01,676.0081328451887,0.0,0,2026,6,66,1,0.3938592928073872,0.4489157224345345,0.4122414292750413,0.8376884743438197,0.48755941366818734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,90.62,Historical P90 same-month stress scenario for June 2026
18-302-00118,GOALPARA,196,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.692974678182602,1.5514155640080336,269.94630813739786,0.5945763971926756,-0.004635282780056774,0.0,0.04474886148987412,0.01013154081146534,0.0,6082.430000000004,45.94060555555556,45.454,48.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9456939095822872,2371.842000000004,4931.8719999999885,79763.89375000002,0.9629964706285709,0.0,0.0,49.19142068527916,27.7649665249705,0.00023855364097128003,0.0,0.0,192,19,28309.03832744492,16.0,86153.47036896883,76.9683038263849,52.50374767053338,86.91016263166104,0.0,GOALPARA,0.0,9400.71,9.595232052211747,2.0,2.7918781725888326,29.641044234952865,27580.0,3640.56048933757,0.000556,2026-06-01,406.9586415816327,0.0,0,2026,6,66,1,0.3515333814389405,0.4571894656367685,0.3674255198623942,0.7867128036945811,0.4546083311400812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,90.62,Historical P90 same-month stress scenario for June 2026
18-302-00119,GOALPARA,277,2026_06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.426894588546753,1.4268945885467534,356.7236471366883,0.6058589214269487,-0.07675984516741888,0.0,0.14255585613845573,0.0361823305211667,0.0,30681.965000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9445332784087576,6914.923999999999,14242.517999999982,150301.7468750002,1.143762596196712,0.0,0.0008766441761230201,46.83765186591428,24.2352911133625,0.056105227271876,0.0,0.0,268,20,15952.064994780809,5.0,185084.11544890725,78.7644569816643,50.76462279778893,86.76852298553268,0.0,GOALPARA,0.0,5192.88,9.69726014802556,2.0,10.4077598492162,26.21707350710247,21753.0,6209.23055214618,0.000563,2026-06-01,542.6055843862823,0.0,0,2026,6,66,1,0.2422040263473987,0.4729205805778503,0.2823027358055114,0.7140063984906675,0.40408205577313905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.17,90.62,Historical P90 same-month stress scenario for June 2026
